sample_id,predicted_topic,gold_label,normalized_text
2240,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Stoffer over het heroverwegen van de importheffing voor buitenlands afval gehoord de beraadslaging, overwegende dat het kabinet wat betreft de Urgendamaatregelen heeft aangegeven dat het ongewenst is om maatregelen te treffen die gepaard gaan met significante weglekeffecten naar het buitenland; overwegende dat TNO en CE Delft in recente rapporten aangeven dat het totale effect van de importheffing voor buitenlands afval leidt tot een verhoging van de CO2-uitstoot in plaats van een verlaging, en andere rapporten (ook) wijzen op meer storten van afval in het Verenigd Koninkrijk met bijbehorende methaanemissies; verzoekt de regering, in het kader van de voorbereiding van het nieuwe Belastingplan de importheffing voor buitenlands afval te heroverwegen,"
2241,not_relevant,not_relevant,"Motie van het lid Dassen c.s. . over de stapsgewijze verhoging van het minimumjeugdloon gehoord de beraadslaging, constaterende dat het loon van een 18-jarige op 50% zit van het volwassenenminimumloon van een 21-jarige; constaterende dat Nederland in Europees perspectief een van de laagste jeugdminimumlonen heeft; constaterende dat er een verkenning komt van het jeugdminimumloon; verzoekt de regering het minimumjeugdloon stapsgewijs te verhogen, waarbij de eerste stap is dat een 18-jarige 70% van het volwassenenminimumloon verdient, een 19-jarige 80% en een 20-jarige 90%; verzoekt de regering om voorbereidingen te treffen om de mogelijke wijzigingen binnen het minimumjeugdloon te implementeren per 1 januari 2026,"
2242,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Van der Plas over bij klimaatmaatregelen in de landbouw in beeld brengen wat het risico is op koolstoflekkage gehoord de beraadslaging, overwegende dat verplaatsing van voedselproductie uit Nederland naar het buitenland risico geeft op het veroorzaken van een toename aan broeikasgasemissies; overwegende dat voedselzekerheid een fundamentele behoefte is; constaterende dat de regering ook wil kijken naar de bijdrage die wordt geleverd aan reductie van de totale klimaatvoetafdruk van Nederland, ook in het buitenland; verzoekt de regering bij klimaatmaatregelen in de landbouw in beeld te brengen wat het risico is op koolstoflekkage en dit zwaarwegend mee te wegen bij de inzet van landbouwklimaatbeleid,"
2243,not_relevant,not_relevant,"Motie van het lid Van Nispen c.s. over voorstellen om justitiële dwalingen makkelijker te kunnen herstellen gehoord de beraadslaging, overwegende dat er hoge drempels zijn om afgesloten strafzaken te heropenen, waardoor de kans bestaat dat er onschuldige mensen vastzitten terwijl de daders vrij rondlopen; overwegende dat justitiële dwalingen schadelijk zijn voor het vertrouwen in de rechtsstaat; verzoekt de regering, met voorstellen te komen om het makkelijker te maken om justitiële dwalingen te herstellen, en de Kamer hierover te informeren,"
2244,not_relevant,not_relevant,"Motie van het lid Voortman over het verbeteren van de screening van IND-tolken gehoord de beraadslaging, constaterende dat Eritrese tolken zijn ontslagen vanwege de schijn van betrokkenheid bij het regime in Eritrea; constaterende dat deze tolken eerder aan een integriteitsonderzoek zijn onderworpen door de IND, maar dat aan de hand van dat onderzoek deze schijn van betrokkenheid toen niet aan het licht is gekomen; overwegende dat de screening van de bij IND werkzame tolken sluitend moet zijn gelet op de aard van hun beroep; verzoekt de regering, de screening van bij de IND werkzame tolken te verbeteren en de Kamer over de aangebrachte verbeteringen te informeren; verzoekt de regering voorts, te realiseren dat asielzoekers die in hun procedure te maken hebben gehad met tolken die vanwege de schijn van banden met buitenlandse regimes zijn ontslagen, dit gedeelte van hun procedure opnieuw kunnen doorlopen,"
2245,not_relevant,not_relevant,"Motie van het lid Postma over geen onomkeerbare stappen zetten bij overschrijding van het bedrag voor de beschikbaarheidsvergoeding gehoord de beraadslaging, constaterende dat er 1,488 miljard is gereserveerd voor de beschikbaarheidsvergoeding en dat wordt aangegeven dat het bedrag ook hoger kan uitvallen; overwegende dat we het over aanzienlijke bedragen hebben en dat we elke euro maar één keer kunnen uitgeven; overwegende dat er reizigersprognoses zijn gemaakt en dus dat er in een vroeg stadium een voorspelling gedaan kan worden of er een overschrijding dreigt van de 1,488 miljard, verzoekt de regering, indien zij aanwijzingen krijgt dat het bedrag overschreden dreigt te worden, de Kamer tijdig te informeren en geen onomkeerbare stappen te zetten tot de Kamer is geïnformeerd én zich hierover heeft kunnen uitspreken,"
2246,not_relevant,not_relevant,"Motie van het lid Bikker c.s. over de benodigde capaciteit bij de Kansspelautoriteit om het illegale aanbod van kansspelen te kunnen handhaven gehoord de beraadslaging, constaterende dat in het commissiedebat Kansspelen (d.d. 27/03) Kamerbreed uitgesproken werd dat aanbieders van illegale (online) kansspelen stevig moeten worden aangepakt; overwegende dat voor een stevige aanpak van het illegale aanbod een sterke en goed geëquipeerde Kansspelautoriteit noodzakelijk is; verzoekt de regering in kaart te brengen wat daadwerkelijk nodig is aan capaciteit voor de Kansspelautoriteit om ook het illegale aanbod van (online) kansspelen goed te kunnen handhaven, en zo nodig om welke investeringen dat vraagt,"
2247,not_relevant,not_relevant,"Motie van de leden Grinwis en Slootweg over de mogelijkheid verkennen van de Volksbank als coöperatieve bank gehoord de beraadslaging, constaterende dat de regering voor het einde van dit jaar een richtinggevend besluit neemt over de toekomst van de Volksbank; overwegende dat banken steeds minder genegen zijn kredieten aan te bieden aan middelgrote en kleine bedrijven, waardoor het mkb steeds vaker aangewezen is op, overigens prachtige, initiatieven als Qredits; overwegende dat een coöperatieve bank, waarbij bijvoorbeeld mkb’ers door middel van certificaten eigenaar zijn, deze leemte in het doelgroepenbeleid kan oplossen; verzoekt de regering de mogelijkheid van de Volksbank als coöperatieve bank te verkennen, en deze optie expliciet te betrekken bij het richtinggevende besluit over de toekomst van de Volksbank, naast de bekende publieke en beursgenoteerde route,"
2248,not_relevant,not_relevant,"Motie van het lid Voortman c.s. over advies vragen aan het VN-Comité inzake de Rechten van het Kind gehoord de beraadslaging, constaterende dat de belangen van kinderen, beschermd in het VN-Kinderrechtenverdrag, te allen tijde meegewogen dienen te worden in de totstandkoming en aanpassing van wet- en regelgeving; overwegende dat het VN-Comité inzake de Rechten van het Kind adviseert over zaken die de belangen van kinderen raken; verzoekt de regering, proactief advies te vragen aan het VN-Comité inzake de Rechten van het Kind bij de totstandkoming en aanpassing van wet- en regelgeving die raakt aan de belangen van kinderen en de Kamer over deze adviezen te informeren,"
2249,not_relevant,not_relevant,"Motie van het lid Kuzu over het opstellen van regionale ondersteuningsmaatregelen gehoord de beraadslaging, constaterende dat de regering voornemens is eventuele regionale aanscherpingen af te kondigen indien de besmettingen aldaar niet afnemen; verzoekt de regering, om regionale ondersteuningsmaatregelen op te stellen teneinde de mensen, ondernemers en gemeenten die door deze eventuele regionale aanscherpingen worden geraakt te ondersteunen,"
2250,not_relevant,not_relevant,"Motie van het lid Ploumen c.s. over een resolutie over genocide in Myanmar gehoord de beraadslaging, constaterende dat naast ngo’s als Amnesty International en Human Rights Watch nu ook de speciale VN-rapporteur voor de mensenrechten, mevrouw Yanghee Lee, heeft geconstateerd dat de situatie van de Rohingya in Myanmar alle kenmerken van een genocide heeft; constaterende dat er sinds half augustus 2017 meer dan 600.000 Rohingya naar Bangladesh zijn uitgeweken en steeds meer bewijzen van massagraven opduiken en verontrustende berichten over het vernietigen van bewijs; overwegende dat het kabinet heeft aangegeven dat het in de rede ligt om tot erkenning van genocide over te gaan wanneer de VN-Veiligheidsraad dit in een bindende resolutie heeft vastgesteld, dan wel wanneer er een uitspraak is van internationale gerechts- of strafhoven; overwegende dat het advies van de CAVV/EVA opmerkt dat internationale vaststellingen de voorkeur verdienen ten aanzien van lopende situaties vanwege de interventieverantwoordelijkheid die de internationale gemeenschap heeft volgens het Genocideverdrag; van oordeel dat voldoende feiten zijn vastgesteld om te oordelen dat het leger in Myanmar zich hoogstwaarschijnlijk schuldig heeft gemaakt aan genocide en misdrijven tegen de menselijkheid en de verplichtingen uit het Genocideverdrag in deze casus van toepassing kunnen zijn; verzoekt de regering, zich in de Veiligheidsraad in te zetten om tot een resolutie over genocide in Myanmar te komen en daarnaast in zich in EU-verband in te zetten voor de doorverwijzing van de situatie in Myanmar naar het Internationaal Strafhof, -34775-V-58 0921 - 7371 2018 , 2017–2018, 34 775 V, 58 1"
2251,not_relevant,not_relevant,"Motie Tony van Dijck over overzicht van overboekingen ten bate van buitenlandse partijen gehoord de beraadslaging, verzoekt de regering een artikelsgewijs overzicht te presenteren voor 1 augustus 2009 van alle overboekingen die ten bate van buitenlandse partijen worden gedaan,"
2252,not_relevant,not_relevant,"Motie-Brinkman onderzoek naar de bezetting van brandweervoertuigen gehoord de beraadslaging, constaterende, dat verschillende Nederlandse gemeenten allerlei proeven doen met de bezetting van de brandweervoertuigen en zij hierbij de bezetting vaak terugbrengen van zes man naar vier man op een brandweervoertuig; verzoekt de regering om een onderzoek te starten naar de voordelen en nadelen van het terugdringen van deze voertuigbezetting en de gevolgen van deze proeven en de Kamer hiervan op de hoogte te stellen,"
2253,not_relevant,not_relevant,"Motie van het lid Van Haga over de invloed van zorgverzekeraars bij toekenning van zorg aan ouderen aan banden leggen gehoord de beraadslaging, verzoekt de regering de invloed van zorgverzekeraars bij het toekennen van zorg voor ouderen aan banden te leggen en de zorgvraag vanuit de zorgprofessionals leidend te laten zijn,"
2254,not_relevant,not_relevant,"Gew. motie Hamer over arbeidsparticipatie van mensen met een afstand tot de arbeidsmarkt (t.v.v. 33000 XV, nr. 27) gehoord de beraadslaging, overwegende, dat het van groot belang is dat mensen met een arbeidshandicap de kans krijgen om te participeren op de arbeidsmarkt; overwegende, dat zij daarbij zo veel mogelijk kansen moeten krijgen om te werken bij reguliere werkgevers; verzoekt de regering de arbeidsparticipatie van mensen met een afstand tot de arbeidsmarkt te bevorderen, en daarbij open te staan voor initiatieven in de richting van werkgevers,"
2255,not_relevant,not_relevant,"Motie van het lid Smeulders over meer invloed voor gebruikers en professionals gehoord de beraadslaging, constaterende dat door rendementsdenken en schaalvergroting in de publieke sector professionals steeds minder zeggenschap hebben over hun werk en gebruikers vaak door de bomen het bos niet meer zien; van mening dat gebruikers en professionals meer invloed moeten krijgen; verzoekt de regering om, met concrete initiatieven te komen om dit te bewerkstelligen en de Kamer hierover voor de behandeling van de begroting 2020 te informeren,"
2256,not_relevant,not_relevant,"Motie Jacobi en Dijsselbloem over concretiseren van de gedragscode en de compensatieprojecten voor herkomstlanden gehoord de beraadslaging, constaterende, dat het stimuleren van de komst van kennismigranten naar Nederland gepaard kan gaan met een braindrain uit landen in ontwikkeling; constaterende, dat voornemens om daar zorgvuldig mee om te gaan nog niet zijn geconcretiseerd; verzoekt de regering nog voor de Kamerbehandeling van de «Migratie en Ontwikkeling» in een brief zowel de aangekondigde gedragscode als de compensatieprojecten ten behoeve van herkomstlanden nader te concretiseren,"
2257,not_relevant,not_relevant,"Motie van het lid Ellemeet over een start maken met ouderenposten gehoord de beraadslaging, constaterende dat een toenemend aantal ouderen de spoedeisende hulp bezoekt; constaterende dat wachttijden op de spoedeisende hulp mede hierdoor steeds verder oplopen; overwegende dat de acute ouderenzorg het beste verleend kan worden door ouderenzorgspecialisten en geriatrisch verpleegkundigen; overwegende dat apart georganiseerde acute ouderenzorg de druk op de spoedeisende hulp zal doen afnemen; verzoekt de regering om, in samenwerking met veldpartijen een start te maken met ouderenposten,"
2258,not_relevant,not_relevant,"Motie van het lid Ten Broeke over begrenzen van de doelstellingen van het mensenrechtenbeleid gehoord de beraadslaging, constaterende dat de Wetenschappelijke Raad voor het Regeringsbeleid in zijn rapport «Aan het buitenland gehecht» uit 2010 concludeerde dat de realiteit Nederland gebiedt meer focus aan te brengen in het aantal terreinen om in het buitenlands beleid verantwoordelijkheid voor te nemen; overwegende dat ook de Inspectie Ontwikkelingssamenwerking en Beleidsevaluatie in de deze week verschenen beleidsdoorlichting van het buitenlandse mensenrechtenbeleid van Nederland in de periode 2008–2013 concludeert dat een betere afstemming met de Europese Dienst voor Extern Optreden de effectiviteit van Nederlands mensenrechtenbeleid kan vergroten; verzoekt de regering om, de doelstellingen van Nederlands mensenrechtenbeleid te begrenzen en op terreinen waar Nederlandse inzet nauwelijks effect heeft, de samenwerking met de Europese Dienst voor Extern Optreden te intensiveren,"
2259,climate_agriculture_energy,climate_agriculture_energy,"Motie van de leden Van Raan en Bouchallikh over externe risico's monitoren bij import van grondstoffen voor biobrandstof gehoord de beraadslaging, constaterende dat Nederland niet beschikt over genoeg duurzame bronnen voor biobrandstof; constaterende dat Nederland door dit tekort grondstoffen moet importeren; overwegende dat ngo’s waarschuwen dat de import van grondstoffen ILUC-risico’s en mensenrechtenschendingen en landroof in de hand kunnen werken; verzoekt de regering, om deze externe risico’s actief te monitoren, en de Kamer hierover te informeren,"
2260,not_relevant,not_relevant,"Motie van de leden Patijn en Inge van Dijk over in kaart brengen hoe de pilot aanpak dakloze EU-burgers structureel naar andere gemeenten kan worden uitgebreid gehoord de beraadslaging, overwegende dat bijna 20% van de daklozen in Nederland arbeidsmigrant is; constaterende dat de pilot aanpak dakloze EU-burgers succesvol zorgt voor opvang en begeleiding naar werk of naar het land van herkomst; verzoekt de regering om in samenspraak met SZW, VWS en de VNG in kaart te brengen, inclusief financiële gevolgen, hoe de huidige pilot vanaf 2025 structureel uitgebreid kan worden naar andere gemeenten, dit mee te nemen in de voorjaarsbesluitvorming, en de Kamer hierover te informeren,"
2261,not_relevant,not_relevant,"Motie van de leden Oskam en Tellegen over het wegnemen van belemmeringen om rondtrekkende roversbendes aan te pakken gehoord de beraadslaging, overwegende dat mobiel rondtrekkende rovende bendes de detailhandel jaarlijks schade toebrengen voor circa 250 miljoen euro; overwegende dat Detailhandel Nederland en de politie hebben aangegeven dat geldende wet- en regelgeving hen belemmerd in het uitwisselen van informatie waaronder camerabeelden, ten behoeve van het voorkomen van diefstal en het opsporen van de daders; verzoekt de regering, in samenspraak met Detailhandel Nederland en de politie deze belemmeringen op te lossen en indien nodig met voorstellen te komen om de informatie-uitwisseling te verbeteren en de Kamer hierover te informeren voor de eerstvolgende begrotingsbehandeling van Veiligheid en Justitie,"
2262,not_relevant,not_relevant,"Motie van het lid Karabulut over onderzoek naar schending van de EU-wapenexportcriteria gehoord de beraadslaging, constaterende dat een coalitie onder leiding van Saudi-Arabië sinds 2015 met westerse wapens, ook veel Europese, oorlog voert tegen Jemen, waarmee tal van oorlogsmisdaden zijn en worden begaan; constaterende dat wapenexport vanuit de EU naar Saudi-Arabië en andere landen van de coalitie, ondanks een restrictiever beleid dat een aantal landen in de loop van het conflict is gaan hanteren, de afgelopen jaren is toegenomen; constaterende dat de Group of Eminent Experts on Yemen onderzoek heeft gedaan naar schendingen van mensenrechten en humanitair oorlogsrecht en ook benoemd heeft welke landen daar door middel van wapenleveranties mogelijk medeplichtig aan zijn; overwegende dat de Kamer in ruime meerderheid, maar ook onafhankelijke juristen stellen dat deze wapenexport in strijd is met Europese exportcriteria; verzoekt de regering, te laten onderzoeken op welke wijze en in welke mate EU-landen in de oorlog in Jemen de eigen staande EU-wapenexportcriteria hebben geschonden,"
2263,not_relevant,not_relevant,"Motie van het lid Van Nispen c.s. over op korte termijn met concrete voorstellen komen om de zorg voor personen met verward gedrag te verbeteren gehoord de beraadslaging, constaterende dat de politie gemiddeld meer dan 356 meldingen per dag krijgt over mensen met verward gedrag, dit aantal al jaren toeneemt en dit zwaar drukt op de inzet van politieagenten; constaterende dat de politie niet toegerust is om zorg te verlenen aan mensen met ggz-problematiek en dit primair aan zorgverleners is, wat voor deze mensen, de betrokken agenten en de samenleving beter zou zijn; verzoekt de regering op korte termijn met concrete voorstellen te komen om de zorg voor personen met verward gedrag te verbeteren en daarmee de druk op de politiecapaciteit te verlichten, en daarbij de voorstellen uit de notitie «Het politiewerk en mensen met verward gedrag» in overweging te nemen,"
2264,not_relevant,not_relevant,"Motie van het lid Beckerman over nieuwe mogelijkheden uitwerken voor kleinere collectieve procedures bij de Huurcommissie gehoord de beraadslaging, constaterende dat de regering concludeert dat de Wet maximering huurprijsverhogingen geliberaliseerde huurovereenkomsten onvoldoende wordt nageleefd; constaterende dat in geschillen bij de Huurcommissie tussen huurders en private verhuurders, de huurder veel vaker in het gelijk wordt gesteld; overwegende dat vrije en laagdrempelige toegang voor huurders bij de Huurcommissie leidt tot betere naleving van de wet en een betere woonsituatie voor huurders; overwegende dat huurders voor een collectieve procedure bij de Huurcommissie nu nog 50% van de bewoners nodig hebben bij een aanvraag, waardoor zij vaak aangewezen zijn op lange en dure individuele procedures; verzoekt de regering nieuwe mogelijkheden uit te werken voor kleinere collectieve procedures bij de Huurcommissie,"
2265,not_relevant,not_relevant,"Motie Eijsink over het onderzoeksprogramma bij TNO gehoord de beraadslaging, aoverwegende, dat de staatssecretaris de Kamer pas op 26 november jl. heeft geïnformeerd over zijn concrete voornemens hoe te bezuinigen op onderzoeksprogramma’s bij TNO als gevolg van de korting op de centrale R&D-budgetten; van mening, dat hierover nog nader overleg met de regering gewenst is; verzoekt de regering inzake het onderzoeksprogramma bij TNO ook voor 2010 vooralsnog geen onomkeerbare stappen te zetten voordat de Kamer zich ook over de resultaten van de herijking van de gehele kennisportfolio heeft kunnen buigen,"
2266,not_relevant,not_relevant,"Motie Koser Kaya c.s. over overleg met Wigo4it gehoord de beraadslaging, constaterende, dat Wigo4it verantwoordelijk is voor ICT-systemen van de grootste vier gemeenten (G4); constaterende, dat een derde van de bijstandsgerechtigden in de G4 woont; constaterende, dat Wigo4it stelt dat deze organisatie de systeemwijzigingen, benodigd voor het wetsvoorstel voor aanscherping van de bijstand, niet kan realiseren voor 1 januari 2012; van mening, dat het wetsvoorstel onuitvoerbaar is als de ICT-systemen niet op orde zijn; verzoekt de regering om zo spoedig mogelijk in overleg te gaan met Wigo4it en de Kamer over de uitkomst te informeren,"
2267,not_relevant,not_relevant,"Motie van het lid Leijten over afkeuren van het gevoerde beleid bij de Belastingdienst gehoord de beraadslaging, constaterende dat de Belastingdienst onrechtmatig heeft gehandeld bij het stopzetten van kinderopvangtoeslag in de CAF-11 Hawaï-zaak; constaterende dat het onrechtmatig handelen niet is hersteld maar jarenlang, mede via vele rechtszaken, is geïnstitutionaliseerd en toegedekt; constaterende dat het handelen van de Belastingdienst gezinnen in diepe ellende heeft gestort en gastouderbureaus brodeloos maakte; constaterende dat noch een vernietigend rapport van de Nationale ombudsman in 2017, noch interne signalen binnen de Belastingdienst, in 2015, hebben geleid tot het rechtzetten van het onrechtmatig handelen; constaterende dat de ambtenaar of ambtenaren die deze misstand aan de kaak stelden, geconfronteerd is of zijn met disciplinaire maatregelen; spreekt haar afkeuring uit over het gevoerde beleid bij de Belastingdienst,"
2268,not_relevant,not_relevant,"Motie Leijten over goed gekwalificeerd personeel gehoord de beraadslaging, overwegende, dat voor goede zorg gekwalificeerd personeel een basisvereiste is; verzoekt de regering om uit te gaan van minimaal niveau 3 als basis voor de extra 12 000 personeelsleden in de zorg,"
2269,not_relevant,not_relevant,"Motie van het lid Keijzer c.s. over uitstel vragen voor de stemming over de IHR en het pandemieakkoord tijdens de Wereldgezondheidsvergadering gehoord de beraadslaging, constaterende dat zowel de Internationale Gezondheidsregeling (WGIHR) als het internationaal onderhandelingsorgaan (INB) gemachtigd zijn om de definitieve juridische formulering van de beoogde wijzigingen van de Internationale Gezondheidsregeling (IHR) en het pandemieakkoord te leveren aan de 77ste Wereldgezondheidsvergadering (WHA), die eind mei 2024 zal plaatsvinden; constaterende dat dit proces een ongekend tempo heeft terwijl voor dergelijke ingrijpende maatregelen meer tijd nodig is om deze te overwegen, te toetsen en goed te laten verlopen; overwegende dat het negeren van procedurele verplichtingen in het kader van de IHR en het onduidelijk laten van het verband tussen de gewijzigde IHR en het nieuwe pandemieakkoord, de internationale rechtsorde en daarmee de democratische legitimiteit van deze regelgeving ondermijnt en in strijd is met 55 van de IHR, dat vereist dat voorgestelde wijzigingen ten minste vier maanden voor de beraadslaging en stemming in de WHA aan de verdragsluitende staten zijn voorgelegd; overwegende dat hierdoor onvoldoende gelegenheid is om de wijzigingen en hun belangrijke juridische, gezondheids-, economische, financiële en mensenrechtenimplicaties te onderzoeken; overwegende dat het verzoek om de amendementen op de IHR of de tekst van het beoogde pandemieakkoord niet aan te nemen in overeenstemming is met de VN-beginselen en -richtsnoeren; draagt de regering op om uitstel te vragen voor de stemming over de amendementen en daarmee over de IHR en het nieuwe pandemieakkoord tijdens de Wereldgezondheidsvergadering en indien dit uitstel niet verkregen wordt, tegen de voorgestelde amendementen op de IHR en het nieuwe pandemieakkoord in het geheel te stemmen, -25295-2175 0921 - 7371 2024 , 2023–2024, 25 295, 2175 1"
2270,not_relevant,not_relevant,"Motie van de leden Bushoff en Dijk over vastleggen dat alle bewoners uit het verzorgingsgebied binnen 45 minuten met het openbaar vervoer bij het streekziekenhuis moeten kunnen zijn gehoord de beraadslaging, constaterende dat iedereen in het geval van nood binnen 45 minuten met een ambulance bij een spoedeisendehulppost (SEH-post) moet kunnen zijn; constaterende dat er daarmee een spreidingsnorm is van SEH-posten, maar zo’n norm niet bestaat voor ziekenhuizen; van mening dat streekziekenhuizen essentieel zijn voor de leefbaarheid van een regio; verzoekt de regering bij een herschikking van het ziekenhuislandschap vast te leggen dat alle bewoners uit het verzorgingsgebied binnen 45 minuten met het openbaar vervoer (ov) bij het streekziekenhuis moeten kunnen zijn; en verzoekt de regering streekziekenhuizen die vanwege deze norm niet kunnen sluiten te financieren op basis van beschikbaarheid,"
2271,not_relevant,not_relevant,"Motie van de leden Van Meenen en Rog over deelname aan het experiment flexibilisering onderwijstijd door scholen met een hierbij aansluitende pedagogische visie gehoord de beraadslaging, constaterende dat aan het experiment flexibilisering onderwijstijd een beperkt aantal van twintig scholen tot 2018 mogen deelnemen; overwegende dat flexibilisering van de onderwijstijd de ruimte aan scholen en leerlingen geeft om beter in te spelen op individuele behoeftes en onderwijsconcepten; verzoekt de regering, de mogelijkheid te bieden aan scholen deel te nemen aan het experiment flexibilisering onderwijstijd, wanneer zij een pedagogische visie hebben die hierbij aansluit,"
2272,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Klaver c.s. over CO²  opvang niet financieren uit het budget duurzame energie gehoord de beraadslaging, roept de regering op, in de gesprekken over het nationale klimaat- en energieakkoord de optie open te houden dat CO2-opvang niet wordt gefinancierd uit het budget voor duurzame energie,"
2273,not_relevant,not_relevant,"Motie van de leden Daniëlle Jansen en Slagt-Tichelman over de leden van Nederland Zorgt voor Elkaar structureel betrekken bij de eerste ring van de IZA-overlegtafel gehoord de beraadslaging, constaterende dat het Integraal Zorgakkoord beoogt de zorg in de regio te transformeren en te verbeteren; constaterende dat de huidige structuur van het Integraal Zorgakkoord voornamelijk gericht is op actoren zoals de staat en markt; overwegende dat hierdoor te weinig ruimte geboden wordt aan de stem van de gemeenschap; constaterende dat de regionale netwerken van zorgzame gemeenschappen, waaronder de leden van Nederland Zorgt voor Elkaar, van grote waarde zijn voor de representatie van burgers, patiënten en cliënten in de zorgtransformatie, en dat zij een cruciale rol spelen bij het bevorderen van zorg die dichtbij en passend is voor de regio; verzoekt de regering om de leden van Nederland Zorgt voor Elkaar structureel te betrekken bij de eerste ring van de IZA-overlegtafel,"
2274,not_relevant,not_relevant,"Motie van het lid Boswijk over een Team Ondermijning Luchthaven instellen op Nederlandse burgerluchthavens gehoord de beraadslaging, constaterende dat vliegvelden logistieke knooppunten zijn, die criminelen misbruiken voor illegale praktijken zoals drugssmokkel en mensenhandel; constaterende dat het Team Ondermijning Luchthaven een nuttig en lokaal initiatief is op Eindhoven Airport, met als doel het opsporen van georganiseerde criminaliteit door informatie te verzamelen en te delen met bijvoorbeeld de KMar; overwegende dat samenwerken en informatie delen op het gebied van georganiseerde criminaliteit essentieel is om luchthavens weerbaarder te maken en houden en te beschermen tegen de georganiseerde misdaad; verzoekt de regering om op Nederlandse burgerluchthavens een Team Ondermijning Luchthaven in te stellen en daarbij gebruik te maken van de ervaringen op Eindhoven Airport; verzoekt de regering om te onderzoeken welke middelen de burgerluchthavens op dit moment hebben om criminaliteit zoals drugssmokkel en mensenhandel effectief op te sporen, en de Kamer hierover te informeren,"
2275,not_relevant,not_relevant,"Motie van de leden Ploumen en Ellemeet over het vergoeden van het verwijderen van borstimplantaten gehoord de beraadslaging, constaterende dat uit onderzoek blijkt dat na acht tot tien jaar, 14 tot 27% van de borstreconstructiepatiënten een gescheurde prothese hebben; overwegende dat vrouwen noch hun arts exact weten welk implantaat is gebruikt en wat de risico’s daarvan zijn; overwegende dat hierdoor vrouwen met borstimplantaten grote angst en onzekerheid kunnen hebben; van mening dat er daarmee voor deze vrouwen een medische noodzaak bestaat om borstimplantaten te verwijderen; verzoekt de regering, het verwijderen van borstimplantaten te vergoeden voor vrouwen die dat willen,"
2276,not_relevant,not_relevant,"Motie Lucassen over voorkomen dat woningcorporaties bijdragen aan het huisvesten van arbeidsmigranten gehoord de beraadslaging, overwegende dat er nu al meer dan 300 000 arbeidsmigranten uit Middenen Oost-Europa naar Nederland zijn gekomen en dat dit aantal bij ongewijzigd beleid de komende jaren explosief zal toenemen; constaterende dat Nederlandse woningcorporaties van plan zijn flink te investeren in de bouw en exploitatie van huisvesting voor arbeidsmigranten; van mening dat de schaarse middelen van corporaties besteed moeten worden aan het oplossen van de wachtlijsten, het gebrek aan studentenkamers en voor investeringen in huisvesting voor ouderen; verzoekt de regering, te voorkomen dat woningcorporaties gaan bijdragen aan het huisvesten van arbeidsmigranten,"
2277,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Van Raan over voorbereiden van de verhoging van de minimumprijs voor CO2 gehoord de beraadslaging, constaterende dat De Nederlandsche Bank heeft voorgesteld de minimumprijs voor CO2 te verhogen met een bedrag van minimaal € 50; constaterende dat de regering een CO2-heffing ziet als stok achter de deur voor de Industrietafel van het Klimaatberaad; constaterende dat de Industrietafel tot nu toe wordt gekenmerkt door grote onenigheid; verzoekt de regering, de verhoging van de minimumprijs voor CO2 met minimaal € 50 alvast tot in de puntjes voor te bereiden zodat deze direct kan worden ingevoerd als inderdaad gebleken is dat men aan de Industrietafel niet tot een oplossing is gekomen,"
2278,climate_agriculture_energy,not_relevant,"Motie van het lid Van Esch over niet langer toestaan van het tentoonstellen van en de handel in dieren via dierenbeurzen en dierenmarkten gehoord de beraadslaging, constaterende dat op dierenbeurzen en dierenmarkten in Nederland gehandeld wordt in wilde en exotische dieren; constaterende dat volgens virologen overal waar in (wilde en exotische) dieren wordt gehandeld een risico bestaat dat infectieziekten worden overgedragen van dier op mens; constaterende dat de Wereldgezondheidsorganisatie landen opnieuw met klem oproept markten met wilde dieren op te schorten; verzoekt de regering, om het tentoonstellen van en de handel in dieren via dierenbeurzen en dierenmarkten niet langer toe te staan,"
2279,climate_agriculture_energy,climate_agriculture_energy,"Motie van de leden Bouchallikh en Van Esch over opnemen van een ambitieuze overkoepelende recyclingdoelstelling voor textiel in de UPV textiel gehoord de beraadslaging, overwegende dat de uitgebreide producentenverantwoordelijkheid op textiel een belangrijke stap is om de milieu-impact van de textielindustrie terug te dringen, maar dat er in de huidige uitwerking nog te weinig prikkels zitten om duurzaam en circulair textiel te stimuleren; constaterende dat er nog geen overkoepelende recyclingdoelstelling voor textiel is en nog niet alle categorieën textiel onder de UPV textiel vallen, waardoor producenten bijvoorbeeld niet verantwoordelijk zijn voor schoenen, tassen, bedspreien en onverkochte voorraden; verzoekt de regering om een ambitieuze overkoepelende recyclingdoelstelling voor textiel in de UPV textiel op te nemen; verzoekt de regering om al in 2025 in plaats van 2028 de UPV textiel te evalueren en te besluiten of deze wordt uitgebreid naar alle categorieën textiel,"
