sample_idx,motie_id,frame,trigger,filler,party,year,gold_actor_span,gold_actor_cat,gold_patient_span,gold_patient_cat,pred_actor_spans,pred_actor_cat,pred_patient_spans,pred_patient_cat
612,15aa36d6-8859-4396-bc4b-03835b1387ff,Statement,constaterende,"dat zonnepanelen, warmtepompen en isolatiemateriaal in Nederland onder het hoge tarief van 21% vallen;",PvdA,2022,,,"zonnepanelen, warmtepompen en isolatiemateriaal",Energy,zonnepanelen,Energy,het hoge tarief,Other
613,5f88000f-457d-4d68-8245-b33a2335d8b3,Cogitation,overwegende,"dat er een eenduidige, robuuste en handhaafbare normering moet worden opgenomen in de AMvB;",PvdA,2014,,,"een eenduidige, robuuste en handhaafbare normering",Government,"een eenduidige, robuuste en handhaafbare normering",Other,de AMvB,Government
614,c869c470-269f-4bf3-8c2e-c2e5abcebdf1,Cogitation,overwegende,dat onderzoek in 2010 uitwees dat het gebruik van luchtwassers en emissiearme bemestingstechnieken in de provincie Noord-Brabant ver achterbleef bij de verplichtingen;,PvdA,2014,het gebruik van luchtwassers en emissiearme bemestingstechnieken,Agriculture,,,,,de verplichtingen,Other
615,71a8214e-fd94-4664-8748-46866dc26df3,Cogitation,overwegende,dat veel Nederlanders graag zelf duurzame energie willen opwekken;,PvdA,2013,veel Nederlanders,Citizens,duurzame energie,Energy,Nederlanders,Citizens,,
616,4d2fcc45-78eb-49d7-a83e-e1f6053b65d6,Cogitation,overwegende,"dat het aan de terreinbeheerders is om het kleinschalige bosbeheer flexibel te realiseren en daarbij rekening te houden met voorgeschiedenis, eigendomsverhoudingen en specifieke terreincondities, maar dat de voortgang daarvan een monitoringsysteem vergt dat nu nog ontbreekt;",PvdA,2021,terreinbeheerders,Other,het kleinschalige bosbeheer,Nature,de voortgang daarvan,Other,het kleinschalige bosbeheer|voorgeschiedenis|een monitoringsysteem,Nature|Other|Science
617,19a3c998-5dcc-499b-bd20-cc53685d746d,Cogitation,overwegende,dat door overmatige waterplantengroei in de Randmeren geen behoorlijke en veilige waterrecreatie meer mogelijk is;,PvdA,2016,overmatige waterplantengroei,Nature,behoorlijke en veilige waterrecreatie,Citizens,geen behoorlijke en veilige waterrecreatie,Nature,overmatige waterplantengroei,Nature
618,4e4121e1-b83e-4326-914b-35031489b481,Cogitation,overwegende,"dat de overheid, de sector, de retail en de Dierenbescherming met de «kip van morgen» een eerste stap",PvdA,2013,"de overheid, de sector, de retail en de Dierenbescherming",Other,een eerste stap,Other,de overheid,Government,,
619,4f37c0d4-c3a8-4c75-a0d0-a79f90999e0e,Statement,constaterende,dat de fossiele brandstoffen een grote rol spelen in de Nederlandse economie en dat de milieuschade hierdoor groot is;,PvdA,2017,de fossiele brandstoffen,Energy,de Nederlandse economie,Other,de fossiele brandstoffen|de milieuschade,Other|Nature,de Nederlandse economie,Industry
620,0c4d533e-8d94-4d13-9e09-049ece122412,Statement,constaterend,dat een aantal bedrijven voor hun primaire bedrijfsproces afhankelijk zijn van natuurkundige processen als elektrolyse en thermolyse;,PvdA,2012,een aantal bedrijven,Industry,natuurkundige processen,Other,,,hun primaire bedrijfsproces|natuurkundige processen,Industry|Nature
621,1026cba5-bbb5-4601-b163-f44d171a04e3,Cogitation,overwegende,dat er sprake is van illegale olielozingen door de doorgaande scheepsvaart op de Noordzee en dat dit milieuschade tot gevolg heeft;,PvdA,2013,de doorgaande scheepsvaart,Industry,,,sprake,Other,illegale olielozingen|dit milieuschade,Industry|Nature
622,68ae2ed0-3c69-4adb-8309-c0b8b5945e42,Statement,constaterende,dat de Nederlandse regering haar ambities voor brandstoffen en bijmengverplichtingen heeft uitgesproken in het regeerakkoord en het energieakkoord en dat in het in Parijs gesloten klimaatakkoord CO2-reductie centraal staat;,PvdA,2016,de Nederlandse regering,Government,haar ambities voor brandstoffen en bijmengverplichtingen,Energy,de Nederlandse regering,Government,Parijs|CO2-reductie,International|Other
623,f747e437-557d-422c-9656-f32587d8da66,Cogitation,overwegende,dat heel veel Nederlanders last hebben van de toegenomen energieprijzen en huurders van slecht geïsoleerde woningen hierdoor tegen enorme kosten aanlopen;,PvdA,2022,,,heel veel Nederlanders,Citizens,Nederlanders,Citizens,last,Other
624,7104c806-bcf0-45aa-b720-bc804ecb73d9,Statement,constaterende,"dat nu al ruim 550.000 huishoudens in Nederland in energiearmoede leven; van mening dat klimaatbeleid alleen werkt als het ook eerlijk is; verzoekt de regering ervoor te zorgen dat lage- en middeninkomensgroepen per saldo niet financieel achteruitgaan door klimaatbeleid,",PvdA,2023,ruim 550.000 huishoudens in Nederland,Citizens,,,klimaatbeleid,Government,klimaatbeleid,Government
625,0ec0985d-28f0-410d-be9f-bb6b97a616ed,Cogitation,overwegende,dat oliebedrijven heel veel profijt hebben gehad van gaswinning in de afgelopen decennia,PvdA,2021,oliebedrijven,Energy,profijt,Other,oliebedrijven,Industry,veel profijt,Other
626,da9debd7-4e79-4e51-b3ef-40657008547c,Cogitation,overwegende,dat het daarom nodig is gemeentes en provincies te stimuleren meer prioriteit aan duurzaam inkopen te geven;,PvdA,2015,,,gemeentes en provincies,Government,gemeentes,Government,,
627,cceebd78-a2ff-4b4e-a096-54d33d4cccd2,Statement,Motie,"over overleg met de retailsector om het stunten met goedkoop vlees te stoppen gehoord de beraadslaging, overwegende dat het stunten met goedkoop vlees zorgt voor lagere prijzen voor de producent, verdere intensivering in de hand werkt en niet bijdraagt aan de transitie naar een diervriendelijke en duurzame veehouderij;",PvdA,2015,het stunten met goedkoop vlees,Industry,de producent,Agriculture,het stunten,Other,de retailsector|het stunten|lagere prijzen,Industry|Other|Citizens
628,8c76a57d-c464-4ecd-9545-9ff8c326d774,Statement,constaterende,"dat in Farmsum 30.000 liter giftig benzeen, een bijproduct van gaswinning, uit opslagvaten is gelekt;",PvdA,2019,30.000 liter giftig benzeen,Other,,,,,Farmsum|opslagvaten,Agriculture|Agriculture
629,906d39d3-c1b3-4f2f-971f-0aa192d1127f,Cogitation,overwegende,dat de Kamer op dit punt tot nu toe hierop moeilijk inzicht krijgt;,PvdA,2018,de Kamer,Government,inzicht,Other,,,inzicht,Other
630,45a25cc2-eead-4804-abac-81d787d2f503,Statement,constaterende,dat FAO waarschuwt dat er door de oorlog in Oekraïne mogelijk 100 miljoen mensen meer honger gaan krijgen in de wereld;,PvdA,2022,FAO,International,100 miljoen mensen,Citizens,,,de oorlog|meer honger|de wereld,Other|Citizens|International
631,60ad39ea-6483-48f9-a093-a486256148bb,Cogitation,"overwegende,","overwegende, dat historische molens hun zekerheid van wind en water zijn kwijtgeraakt;",PvdA,2011,,,historische molens,Other,historische molens,Other,hun zekerheid,Other
632,d668b5e3-99c8-4161-bd20-2ff5c6765a85,Statement,constaterende,"dat concrete alternatieve locaties voor windmolenparken op land worden aangedragen door provincies, waarvoor meer draagvlak in de samenleving bestaat;",PvdA,2014,provincies,Government,concrete alternatieve locaties voor windmolenparken op land,Energy,concrete alternatieve locaties|meer draagvlak,Other|Other,,
633,4509e565-d1ac-4d40-af19-ff9e18ab2531,Cogitation,overwegende,dat grondstofefficiëntie nog te weinig aandacht krijgt;,PvdA,2015,,,grondstofefficiëntie,Other,,,grondstofefficiëntie|weinig aandacht,Industry|Other
634,72bf33a4-2223-49c9-9114-b4cb9321db58,Cogitation,overwegende,dat de meest betrokken marktpartijen werken aan het opstellen van dergelijke lijsten;,PvdA,2013,de meest betrokken marktpartijen,Industry,dergelijke lijsten,Other,de meest betrokken marktpartijen,Industry,,
635,c7c336de-1cfc-4a33-94ad-40b7f8a7589c,Cogitation,overwegende,dat de voorgenomen vrijstelling van aansluiting van woningen op een warmtenet verstrekkende gevolgen zal hebben voor de exploitatie van bestaande en nieuwe warmtenetten;,PvdA,2015,de voorgenomen vrijstelling van aansluiting van woningen op een warmtenet,Government,de exploitatie van bestaande en nieuwe warmtenetten,Energy,de voorgenomen vrijstelling,Other,een warmtenet,Energy
636,07eeb943-a1e5-4df3-8a37-00fe1d6102cb,Cogitation,overwegende,"dat deze transitie ook doelmatiger kan, bijvoorbeeld door vervuiling eerlijk te belasten;",PvdA,2023,,,vervuiling,Other,,,bijvoorbeeld door vervuiling,Nature
637,283d06d4-9d4e-4c3b-ace8-fc6f612ee7f4,Statement,Motie,"over bij klimaatfinanciering de randvoorwaarde stellen dat financieringsmechanismen de schuldenlast van landen niet verder vergroten gehoord de beraadslaging,",PvdD,2024,,,schuldenlast van landen,International,de randvoorwaarde|financieringsmechanismen,Other|Other,klimaatfinanciering|de schuldenlast,Government|Other
638,dfa08450-c1b7-400a-abf2-e413b63ad827,Cogitation,overwegende,"dat deze exportstrategie schade aanricht aan het klimaat, de biodiversiteit en boeren in landen elders;",PvdD,2022,deze exportstrategie,Government,"het klimaat, de biodiversiteit en boeren in landen elders",Other,deze exportstrategie,Industry,schade|het klimaat,Other|Nature
639,0b583086-93fc-464e-8f2c-4908b54eb15f,Statement,constaterende,dat Urgenda dit 40-puntenplan momenteel uitbreidt naar een pakket van 50 maatregelen;,PvdD,2019,Urgenda,Other,dit 40-puntenplan,Other,Urgenda,Industry,dit 40-puntenplan|een pakket,Government|Other
640,38608f98-4267-493d-a3cd-aa2f26e7a86d,Statement,constaterende,"dat gemeenten een kilodoelstelling voor restafval hebben, waardoor er onvoldoende aandacht is voor de kwaliteit van de inzameling;",PvdD,2018,gemeenten,Government,een kilodoelstelling voor restafval,Other,gemeenten|onvoldoende aandacht,Government|Other,een kilodoelstelling,Government
641,834075ba-9ec6-4348-a072-24042c7c62dc,Statement,constaterende,dat een nulstand van wilde zwijnen niet reëel en niet houdbaar is;,PvdD,2019,een nulstand van wilde zwijnen,Nature,,,wilde zwijnen,Nature,een nulstand,Other
642,cc99cf44-c02c-4d42-9eac-c2f4f739a0f7,Statement,constaterende,"dat de Algemene Rekenkamer aangeeft dat het opnemen van thema’s uit de monitor brede welvaart en de Sustainable Development Goals als onderdeel van de jaarlijkse verantwoording in het Financieel Jaarverslag Rijk de verantwoording verrijkt, het inzicht in het effect van de inzet van publieke middelen vergroot en daarmee het parlementaire debat over de maatschappelijke effecten van kabinetsbeleid ondersteunt;",PvdD,2017,de Algemene Rekenkamer,Government,het parlementaire debat over de maatschappelijke effecten van kabinetsbeleid,Government,Algemene|het inzicht,Government|Other,de monitor|de verantwoording|het parlementaire debat,Other|Government|Government
643,895018dc-0210-4b24-9c92-5debc104d751,Cogitation,overwegende,"dat deze bedrijven van plan zijn om onder andere benzeen, kwik, zink en methanol via het productiewater in de Noordzee te lozen;",PvdD,2021,deze bedrijven,Industry,"benzeen, kwik, zink en methanol",Other,deze bedrijven,Industry,andere benzeen|het productiewater|Noordzee,Other|Nature|Nature
644,05a4d0bd-e65e-42a6-9cfe-07d57e0eb567,Statement,constaterende,dat er onvoldoende budget voor verduurzaming van het Binnenhof is begroot;,PvdD,2018,,,onvoldoende budget voor verduurzaming van het Binnenhof,Government,onvoldoende budget,Other,,
645,8ef58611-904c-4137-b0c8-18d80a48ae0b,Statement,constaterende,dat in Frankrijk de directe verkoper van puppy’s verplicht is zich te registreren en zijn registratienummer te delen met potentiële kopers;,PvdD,2016,de directe verkoper van puppy's,Industry,,,de directe verkoper,Industry,Frankrijk|zijn registratienummer|potentiële kopers,International|Other|Citizens
646,5f156784-5245-4280-9b71-ecbc4fc7057f,Statement,uitgesproken,dat de gezondheid van mensen en dieren en hun leefomgeving centraal moet staan in het bestrijdingsmiddelenbeleid,PvdD,2024,de gezondheid van mensen en dieren en hun leefomgeving,Other,,,de gezondheid,Citizens,het bestrijdingsmiddelenbeleid,Agriculture
647,25bb8c66-4855-4464-9093-057986171dfd,Statement,constaterende,"dat de meest recente risicobeoordeling van glyfosaat heeft plaatsgevonden op basis van de huidige, onvoldoende beoordelingscriteria;",PvdD,2021,de meest recente risicobeoordeling van glyfosaat,Science,,,de meest recente risicobeoordeling,Science,"de huidige, onvoldoende beoordelingscriteria",Government
648,a4e56ac4-9790-49bd-96c9-c070b593782e,Cogitation,overwegende,"dat al enige jaren door de overheid wordt ingezet op betere ventilatie in nieuwe en bestaande scholen, ziekenhuizen en woningen;",PvdD,2013,de overheid,Government,"betere ventilatie in nieuwe en bestaande scholen, ziekenhuizen en woningen",Other,,,betere ventilatie,Citizens
649,c823809f-f136-4441-86da-775b8712d105,Statement,constaterende,dat er een voorlopig akkoord ligt tussen de Europese en Oekraïne waarin de «onvoorziene» import van kippenvlees wordt geformaliseerd in plaats van aan banden wordt gelegd;,PvdD,2019,,,de «onvoorziene» import van kippenvlees,Agriculture,de «onvoorziene» import,Other,banden,Other
650,1377158d-53b4-4f45-87f4-b94c51b634da,Statement,Motie,over de afroming van dierrechten in de varkens- en pluimveehouderij verhogen naar 30%,PvdD,2025,,,de afroming van dierrechten,Agriculture,,,de afroming,Other
651,baf60dd0-7dfb-4130-8a06-e11e273955c1,Cogitation,overwegende,dat dit niet de oplossing is voor Bonaires energieprobleem;,PvdD,2021,dit,Other,Bonaires energieprobleem,Energy,oplossing,Other,Bonaires,International
652,46859d9c-834d-4365-a86f-7c30729d9f22,Cogitation,"overwegende,",dat de Vlaamse overheid een nationaal actieplan heeft opgesteld om het gebruik van chemische bestrijdingsmiddelen voor het beheer van de openbare ruimte uit te faseren,PvdD,2011,de Vlaamse overheid,Government,een nationaal actieplan,Other,de Vlaamse overheid,Government,een nationaal actieplan,Government
653,4a536e61-5391-4913-8d0f-1bd2f6e9adb2,Cogitation,overwegende,"dat met een solidariteitsheffing voor fossiele bedrijven, bestaande uit winsten die nu op olie en gas worden gemaakt, kwetsbare huishoudens kunnen worden ondersteund in de energietransitie, die voor hen de enige echte duurzame oplossing voor de volatiele energie- en brandstofprijzen is;",PvdD,2022,solidariteitsheffing voor fossiele bedrijven,Government,kwetsbare huishoudens,Citizens,kwetsbare huishoudens,Citizens,een solidariteitsheffing|winsten|olie,Government|Industry|Industry
654,223fd92e-6c6b-4a6d-b75f-d8e4472b6c61,Statement,verklaard,dat het GVB heeft gefaald om de zeeën te beschermen tegen overbevissing en vernietiging van mariene natuur;,PvdD,2010,het GVB,International,de zeeën,Nature,,,de zeeën|overbevissing,Nature|Other
655,3b23042d-06a6-4927-af5e-49f5b4d60979,Statement,Motie,over landbouwvrijstelling inzetten voor omschakeling naar duurzame landbouw,PvdD,2018,,,landbouwvrijstelling,Agriculture,,,landbouwvrijstelling|omschakeling,Agriculture|Other
656,4b1090b6-63ad-45ee-a59a-19d81efdb6d8,Statement,constaterende,Motie van het lid Teunissen over een plan uitwerken om zo snel mogelijk toe te werken naar een fossielvrije industrie in Nederland,PvdD,2024,het lid Teunissen,Government,een fossielvrije industrie in Nederland,Industry,,,een fossielvrije industrie,Industry
657,208699f9-0c8f-4a29-8740-82b2080b3272,Statement,constaterende,"dat de houtduif, de fazant en de wilde eend nog altijd op de lijst van vrij bejaagbare soorten staan, wat betekent dat ze voor het plezier, zonder onderbouwing, nut of noodzaak, bejaagd mogen worden; verzoekt de regering om landelijk de houtduif, de fazant en de wilde eend van de lijst van vrij bejaagbare soorten te schrappen,",PvdD,2022,,,"de houtduif, de fazant en de wilde eend",Nature,de houtduif,Nature,het plezier|landelijk de houtduif|eend,Other|Nature|Nature
658,668a7874-819c-4bf1-a2f9-16717509a0cc,Statement,constaterende,dat in 22 van de 27 proefwijken gekozen wordt voor een warmtenet;,PvdD,2020,,,een warmtenet,Energy,,,een warmtenet,Energy
659,8644e531-e62d-4bbe-abba-c907de7438f7,Statement,constaterende,Motie van de leden Thieme en Wassenberg over vastleggen dat alle nieuwbouw energieneutraal moet zijn,PvdD,2016,,,alle nieuwbouw,Other,alle nieuwbouw,Citizens,,
660,11be87f1-b7c1-418d-a24b-5bd707123d83,Statement,constaterende,"dat internationaal is afgesproken dat klimaatfinanciering nieuw en additioneel moet zijn; verzoekt de regering dit jaar een investeringsplan te maken om het ODA-budget te verhogen tot 0,7% van het bni, additioneel aan de Nederlandse fair share aan publieke klimaatfinanciering,",PvdD,2021,de regering,Government,een investeringsplan,Other,klimaatfinanciering,Government,een investeringsplan|het ODA-budget|de Nederlandse fair share,Government|Government|Government
661,8382a095-1864-4bd7-9b57-e7c3796e1e97,Statement,constaterende,dat het verondiepen van plassen vaak gebeurt met vervuilde grond uit het buitenland;,PvdD,2019,,,plassen,Nature,,,vervuilde grond,Nature
662,bef730ab-3e91-401b-b784-2e211caaf5c1,Statement,constaterende,dat de Europese tientallen miljoenen euro’s aan subsidie uitgeeft voor de promotie van vleesconsumptie en dat deze subsidies het regeringsbeleid op het gebied van de eiwittransitie ondermijnen;,PvdD,2020,de Europese,International,het regeringsbeleid op het gebied van de eiwittransitie,Government,de Europese tientallen|deze subsidies,International|Government,de promotie|het regeringsbeleid,Other|Government
663,d93e45a6-30aa-4a10-a6aa-8b0cf57e808f,Statement,constaterende,dat uit wetenschappelijk onderzoek blijkt dat het aandeel van de luchtvaart in de CO2-emissies van toerisme groeit van 50% in 2005 naar ruim 75% in 2100;,PvdD,2018,het aandeel van de luchtvaart in de CO2-emissies van toerisme,Other,,,het aandeel,Other,,
664,be24247a-443a-4350-964d-d9ec70edd89f,Statement,Motie,over nog deze week de ZZS-gegevens van Schiphol opeisen,PvdD,2022,,,de ZZS-gegevens van Schiphol,Other,de ZZS-gegevens,Other,,
665,1114c739-a3b4-42e4-9af1-220fdd09ed3b,Statement,constaterende,"dat woningisolatie en eigen energieopwekking bijdragen aan een lager gas- en stroomverbruik, waardoor de energierekening gelijk kan blijven of kan dalen;",PvdD,2018,woningisolatie en eigen energieopwekking,Energy,gas- en stroomverbruik,Energy,woningisolatie|de energierekening,Citizens|Energy,,
666,a892a962-7677-48a5-8ef3-dd94f97030dc,Statement,constaterende,"dat het kabinet de uitvoeringskosten voor het Europese gemeenschappelijk landbouwbeleid (GLB) van 159 miljoen euro dekt uit het omschakelfonds,",PvdD,2022,het kabinet,Government,de uitvoeringskosten voor het Europese gemeenschappelijk landbouwbeleid (GLB),Agriculture,,,de uitvoeringskosten,Government
667,dacba9e7-bb91-450d-8f75-a3e6de4c45ab,Cogitation,overwegende,dat deze overmatige consumptie leidt tot hoge voedselprijzen in ontwikkelingslanden en uitputting van landbouwgronden en grondstoffen wereldwijd;,PvdD,2012,deze overmatige consumptie,Citizens,landbouwgronden en grondstoffen,Nature,deze overmatige consumptie,Citizens,hoge voedselprijzen,Citizens
668,ad9cdfbe-4b12-4680-b301-24ec40afa87c,Statement,Motie,over een verplichting voor grootverbruikers om van het Gronings gas af te gaan,PvdD,2019,grootverbruikers,Industry,het Gronings gas,Energy,,,het Gronings gas,Energy
669,6df8eb77-c872-4e83-bdd0-c95c60dfb2bc,Statement,constaterende,"dat Duitsland zijn deel van de Borkumse Stenen wel heeft aangewezen als Natura 2000-gebied, terwijl Nederland dit tot op heden weigert; verzoekt de regering, voor het einde van 2015 het Nederlandse deel van de Borkumse Stenen aan te wijzen als beschermd Natura 2000-gebied,",PvdD,2015,Nederland,Government,het Nederlandse deel van de Borkumse Stenen,Nature,Duitsland,International,heden|het einde,Other|Other
670,378e62fd-9fb8-454e-8811-28b3f429048d,Statement,constaterende,Motie van het lid Wassenberg over samenwerking verbreden met deskundigen van buitenaf,PvdD,2018,het lid Wassenberg,Government,samenwerking verbreden met deskundigen van buitenaf,Science,,,samenwerking,Other
671,c5b5aee4-b38a-4f65-b059-be5afa022926,Statement,constaterende,dat er jaarlijks anderhalf keer zoveel wordt uitgetrokken voor fossiele exportsteun als voor klimaatinitiatieven wereldwijd;,PvdD,2020,,,anderhalf keer zoveel,Other,,,fossiele exportsteun,Industry
672,1edaad30-b6ab-43e5-8e9d-4e24228ee823,Cogitation,overwegende,Motie van de leden Thieme en Smaling over de Raad van State advies vragen over amendement nr. 53,PvdD,2015,leden Thieme en Smaling,Government,de Raad van State advies,Government,,,amendement,Other
673,bb60d17f-0cbb-4711-a185-92907ffa2c32,Statement,constaterende,"dat het afgelopen jaar de uitstoot van het broeikasgas CO2 door de Nederlandse industrie onveranderd bleef, op 94 miljoen ton, het hoogste peil ooit gemeten;",PvdD,2017,de Nederlandse industrie,Industry,de uitstoot van het broeikasgas CO2,Nature,,,de uitstoot|de Nederlandse industrie,Other|Industry
674,15a5cf03-89c3-4d8d-83a9-0873cedbe847,Statement,constaterende,dat houtstook grote gezondheidsschade met zich meebrengt;,PvdD,2020,houtstook,Other,,,grote gezondheidsschade,Other,,
675,1cd776ff-bff7-4cc8-b99f-1e15c0ade3b2,Statement,Motie,over de intrinsieke waarde van natuurlijk groen terug laten komen in de beoordeling van ruimtelijke kwaliteit,PvdD,2023,,,de intrinsieke waarde van natuurlijk groen,Nature,,,de intrinsieke waarde|de beoordeling,Nature|Other
676,e774e5fd-ec70-48d3-a1fa-539c05094094,Statement,voorstel,"om genetisch gemanipuleerde katoen en mais uit onder andere China, India en Amerika toe te laten tot de Europese markt;",PvdD,2011,,,genetisch gemanipuleerde katoen en mais,Agriculture,,,katoen|de Europese markt,Agriculture|Industry
677,ce06c97b-9107-41a9-a77a-24c43816346f,Cogitation,overwegende,"dat van Nederlandse boeren verlangd wordt dat zij een bijdrage leveren aan het oplossen van de klimaat-, biodiversiteits- en stikstofcrisis, en dat het niet eerlijk is om hen keer op keer bloot te stellen aan concurrenten uit derde landen die onder lagere standaarden kunnen produceren;",PvdD,2020,,,Nederlandse boeren,Agriculture,,,Nederlandse boeren|concurrenten|lagere standaarden,Agriculture|Industry|Government
678,adf7c013-b360-4491-8323-a1876b03a443,Statement,constaterende,"dat de Nederlandse broeikasgasreductiedoelen volledig tekortschieten om in lijn te blijven met het doel om de opwarming van de aarde onder de 1,5°C te houden;",PvdD,2021,de Nederlandse broeikasgasreductiedoelen,Government,"het doel om de opwarming van de aarde onder de 1,5°C te houden",Nature,de Nederlandse broeikasgasreductiedoelen,Government,de opwarming,Nature
679,323b3bd0-3ae5-45c1-b9e7-592f94932261,Statement,constaterende,"dat de Europese het oorspronkelijke voorstel om uiterlijk in 2015 alle visbestanden te beheren op het niveau van de Maximum Sustainable Yield (MSY), nu wil afzwakken, waardoor de bestanden pas in 2020 op MSY-niveau hoeven te worden beheerd;",PvdD,2012,de Europese,International,het oorspronkelijke voorstel,Other,de bestanden,Nature,alle visbestanden|het niveau|MSY-niveau,Nature|Other|Agriculture
680,78de65e0-0a30-46fc-a0cd-ea0798de7b1f,Statement,constaterende,"dat door de traceerbaarheidsverplichting zoals opgenomen in de Europese ontbossingsverordening, het mogelijk wordt te achterhalen waar geïmporteerde grondstoffen en producten zijn geproduceerd;",PvdD,2022,de traceerbaarheidsverplichting zoals opgenomen in de Europese ontbossingsverordening,International,geïmporteerde grondstoffen en producten,Industry,geïmporteerde grondstoffen,Industry,de Europese ontbossingsverordening,International
681,83048bb4-676e-4ad9-a820-a27994f9db4f,Statement,constaterende,dat juist fossiele subsidies de energietransitie ernstig vertragen en niet de natuur;,PvdD,2022,fossiele subsidies,Government,de energietransitie,Energy,juist fossiele subsidies,Government,,
682,eb330351-adf6-41bd-b7dd-66af90e6d922,Statement,constaterende,Motie van het lid Kostic over wettelijke bufferzones tussen gevoelige bestemmingen en percelen waar bestrijdingsmiddelen worden gebruikt,PvdD,2025,het lid Kostic,Government,wettelijke bufferzones tussen gevoelige bestemmingen en percelen waar bestrijdingsmiddelen worden gebruikt,Other,bestrijdingsmiddelen,Agriculture,,
683,f9d5e08b-2dad-4a13-ae89-34d0484d342b,Statement,constaterende,dat bestuivers verantwoordelijk zijn voor de bestuiving van meer dan 75% van onze voedselgewassen en voor meer dan 85% van de wilde planten in de natuur;,PvdD,2022,bestuivers,Nature,voedselgewassen,Agriculture,bestuivers,Government,de bestuiving,Nature
684,8e3fc492-c675-4c8e-afb0-72470b18ef52,Statement,constaterende,Motie van het lid Ouwehand over het ongedaan maken van de erkenning van Maleisisch hardhout onder het duurzaam inkoopbeleid,PvdD,2017,het lid Ouwehand,Government,de erkenning van Maleisisch hardhout onder het duurzaam inkoopbeleid,Other,,,het duurzaam inkoopbeleid,Government
685,5eb98e54-43aa-4e57-807a-9a5c49665eac,Statement,constaterende,"dat er in een vergelijkbare situatie, bij het fosfaatdrama in 2017, 160.000 te veel gefokte koeien vroegtijdig moesten worden afgevoerd naar de slacht;",PvdD,2024,,,160.000 te veel gefokte koeien,Agriculture,veel gefokte koeien,Agriculture,de slacht,Agriculture
686,7ff3ad98-44ce-4d9e-9903-8bcb6a4765e4,Statement,"constaterende,","constaterende, dat paling zich niet in gevangenschap blijkt voort te planten en dat in kwekerijen uitsluitend glasaal wordt opgekweekt die eerder uit het wild gevangen is;",PvdD,2009,paling,Nature,,,paling,Agriculture,gevangenschap|kwekerijen,Other|Agriculture
687,7744a044-7c27-4b8e-92b6-11c6bddaec26,Statement,constaterende,"dat uit onderzoek van de Rijksuniversiteit Groningen blijkt dat het injecteren van mest in de bodem het bodemleven doodt, waardoor er minder voedsel is voor weidevogels;",PvdD,2019,het injecteren van mest in de bodem,Agriculture,het bodemleven,Nature,minder voedsel,Citizens,het bodemleven|weidevogels,Nature|Nature
688,534bc109-6241-4cd7-9938-45a669569e3f,Cogitation,overwegende,"dat biomassacentrales volgens onderzoek van DNV GL, uitgevoerd in opdracht van het Ministerie van lenW, 20% meer stikstof, fijnstof en koolstof uitstoten dan kolencentrales en tweemaal zo veel als gasgestookte centrales;",PvdD,2019,biomassacentrales,Energy,"stikstof, fijnstof en koolstof",Nature,biomassacentrales|centrales,Energy|Energy,het Ministerie|meer stikstof,Government|Agriculture
689,c5389109-cdd9-4d31-a5f3-0110daaaa8f5,Cogitation,overwegende,dat de Nederlandse landbouw voor ingrijpende hervormingen staat die een grote impact zullen hebben en dat het een grote verantwoordelijkheid van de Minister is om daar draagvlak voor te creëren;,PvdD,2025,de Minister,Government,draagvlak,Other,de Nederlandse landbouw,Agriculture,ingrijpende hervormingen|een grote impact|draagvlak,Government|Other|Citizens
690,9f576fa2-e66d-4c92-bb35-adb4b5114353,Statement,constaterende,dat er sinds oktober 2023 een eenduidige Stookwijzer is waaruit blijkt of er ongunstige weersomstandigheden zijn voor houtstook;,PvdD,2024,,,een eenduidige Stookwijzer,Other,Stookwijzer,Citizens,oktober,Other
691,7679c2ef-77af-47af-930f-c91ead0d1f67,Statement,"spreekt uit,","constaterende, dat stikstof een van de grootste knelpunten vormt in het Natura 2000-beleid;",PvdD,2010,stikstof,Other,knelpunten,Other,stikstof,Agriculture,,
692,b4bdf785-f870-4ab5-90ef-8b0a7102c58b,Cogitation,overwegende,"dat een structuurvisie geen onderzoek meer is, maar een beleidsvoornemen;",PvdD,2014,,,een structuurvisie,Government,een structuurvisie,Other,,
693,064dd6f9-e638-45f1-ae72-b3bb379ada7b,Statement,constaterende,"dat het voorstel voor een ontbossingsverordening tot doel heeft de bijdrage van de EU aan ontbossing en bosdegradatie te minimaliseren; overwegende dat de geldstromen van banken en investeerders gevestigd in de EU naar bedrijven actief in de productie van en handel in grondstoffen en producten die bijdragen aan ontbossing, goed gedocumenteerd en omvangrijk zijn;",PvdD,2022,geldstromen van banken en investeerders gevestigd in de EU,Industry,bedrijven actief in de productie van en handel in grondstoffen en producten,Industry,de geldstromen,Other,ontbossing|bedrijven|de productie,Nature|Industry|Agriculture
694,fd7869d1-6bc8-418c-b623-1d0a0ce11b6a,Statement,constaterende,Motie van het lid Van Raan over het vormgeven van een duurzaamheidsheffing die de vervuiler laat betalen en prikkelt tot dataminimalisatie,PvdD,2022,duurzaamheidsheffing,Government,vervuiler,Other,de vervuiler,Industry,dataminimalisatie,Other
