sample_idx,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
216,pvdd,2023,"Energie - ook duurzame energie - is niet altijd in overvloed beschikbaar. Het is daarom verstandig om te schakelen naar een slim energiesysteem waarin gestuurd wordt vanuit die schaarse beschikbaarheid. We zorgen dat het gebruik van elektriciteit zoveel mogelijk plaatsvindt wanneer er veel voorhanden is - omdat de zon schijnt of omdat de wind waait - en minder wanneer het aanbod lager is. Zo voorkomen we problemen op het net, beperken we grondstoffengebruik en voorkomen we tekorten voor huishoudens en essentiële voorzieningen. Voor de momenten dat het aanbod laag is, investeren we in opslag van energie (warmte en warmte-koude opslag, batterijen, waterstof) voor essentiële voorzieningen.",2,1,1,1,2,1,1
217,pvdd,2023,"Het ov is, zeker in combinatie met de fiets, in potentie de schoonste en goedkoopste manier om je te verplaatsen. Helaas verdwijnen steeds meer buslijnen, rijden er steeds kortere treinen en worden de prijzen ook nog eens flink verhoogd. Dat is geen wetmatigheid, dat zijn politieke keuzes. Wij kiezen ervoor om juist flink te investeren in betaalbaar, comfortabel en toegankelijk openbaar vervoer. Dat draagt bij aan de verduurzaming en het leefbaar houden van onze steden.",3,1,1,1,2,1,2
218,pvdd,2023,"De industrie bespaart energie door een combinatie van een lagere vraag naar nieuwe producten in bepaalde sectoren, elektrificatie van processen, minder en efficiënter gebruik van grondstoffen, inzet van groene waterstof, meer hergebruik en recycling.",1,1,1,1,2,1,1
219,pvdd,2023,In 2030 zijn vrijwel alle nieuwe bestel- en vrachtauto's in Nederland elektrisch. Een klein deel rijdt op groene waterstof uit wind- en zonne-energie.,1,1,2,1,1,2,1
220,pvdd,2023,Tijdens een crisis moet je de moed opbrengen om de keuzes te maken die nodig zijn. We hebben nog maar enkele jaren de tijd om de ergste gevolgen van de klimaatcrisis te voorkomen. Daarom moeten we investeren in oplossingen die nu werken en geen broeikasgassen aan de atmosfeer toevoegen. We kunnen bovendien klimaat en natuur niet los van elkaar zien. Zonder gezonde natuur verliest de Aarde haar CO2-opnamecapaciteit. We zetten alles op alles om de natuur te beschermen en te versterken.,1,2,2,1,4,5,1
221,pvdd,2023,"Maatregelen tegen klimaatverandering en biodiversiteitsverlies zetten geen zoden aan de dijk als we steeds meer spullen blijven produceren en consumeren die we helemaal niet nodig hebben. Als wereldwijd iedereen zou leven zoals in Nederland, dan zouden we meerdere aardbollen nodig hebben. Om al die producten te maken zijn bovendien grondstoffen nodig, en daarvan kunnen we er maar zoveel gebruiken als de Aarde ons kan geven. De Partij voor de Dieren neemt een voorbeeld aan de natuur, waarin processen van ontwikkeling geheel zonder verspilling plaatsvinden. We zetten daarom in op een circulaire economie, waarin zo zuinig mogelijk wordt omgegaan met grondstoffen.",3,2,2,1,4,1,1
222,pvdd,2023,"Er wordt direct opgetreden tegen de ziekmakende vervuiling van Tata Steel en Chemours, om een nog grotere ramp voor de omwonenden, natuur en milieu te voorkomen. De vergunningen van de meest vervuilende onderdelen van Tata Steel worden per direct ingetrokken. We dwingen Chemours tot zo snel mogelijk nul uit de pijp.",1,1,1,1,4,3,1
223,pvdd,2023,"Er komen (fiscaal) goede regelingen voor het opwekken van energie op wijkniveau, en het opslaan hiervan in buurtbatterijen of een buurtwarmtepomp. Hierdoor kunnen hele wijken samen energie opwekken en delen.",2,1,1,1,1,1,1
224,pvdd,2023,"Voor veel mensen in andere delen van de wereld ontbreekt het aan een toekomstperspectief en bestaanszekerheid. De klimaatcrisis en biodiversiteitscrisis zorgen er niet alleen voor dat gebieden onleefbaar worden en dat de voedselzekerheid van mensen in gevaar komt, maar zijn ook een bron van (gewapende) conflicten. Wanneer mensen door conflicten bedreigd worden, wanneer land onvruchtbaar wordt of wanneer er niet genoeg water is om te drinken, slaan mensen op de vlucht. De Partij voor de Dieren wil de grondoorzaken aanpakken zodat mensen zich niet langer genoodzaakt voelen om hun gebied te ontvluchten.",1,2,1,3,4,3,1
225,pvdd,2023,"Naast de CO2-uitstoot zorgt de luchtvaart ook met andersoortige uitstoot voor extra opwarming van de Aarde. Naast CO2 komen er uit de verbrandingsmotor van een vliegtuig namelijk ook waterdamp, stikstofoxiden, zwaveloxiden, roetdeeltjes en koolwaterstoffen vrij. Die niet-CO2-effecten zijn zelfs groter dan de CO2-effecten, maar worden nog niet meegerekend in de totale uitstoot van de luchtvaart. We gaan de niet-CO2-gerelateerde bijdrage van de luchtvaart aan de klimaatcrisis meerekenen en aanpakken.",1,1,4,1,3,2,1
226,pvdd,2023,"Het opleiden (en omscholen) van technici in onder andere duurzame energie, duurzaam bouwen en duurzaam voedsel is van cruciaal belang.",2,1,1,1,1,2,1
227,pvdd,2023,"Energie is wat de Partij voor de Dieren betreft een basisbehoefte in handen van ons allemaal, burgers en overheid. Het kan niet langer de handelswaar van multinationals zijn. We maken een eind aan deze botsing tussen commerciële en maatschappelijke belangen. We investeren in een energiesysteem dichtbij huis, opgewekt op eigen dak of in beheer van de wijk of de buurt. We maken het energiesysteem eerlijk door ervoor te zorgen dat burgers zeggenschap krijgen, (mede-)eigenaar kunnen worden en delen in de opbrengsten. Ook investeren we in eerlijke productie van zonnepanelen, windmolens en batterijen. Zoveel mogelijk dicht bij huis en altijd met strenge eisen aan duurzaamheid, natuur en mensenrechten.",3,4,1,2,2,1,3
228,pvdd,2023,"Nederland heeft de verantwoordelijkheid zo snel mogelijk zo veel mogelijk te doen om de opwarming van de Aarde te beperken. Dat vergt niets anders dan een crisisaanpak. Iedereen gaat bijdragen aan de transitie naar een duurzame samenleving. Nederland zet zich maximaal in om de opwarming van de Aarde te beperken tot 1,5 graden Celsius. In 2030 zijn we klimaatneutraal. Deze nieuwe reductiedoelstelling wordt vastgelegd in de Klimaatwet. Nederland neemt een voortrekkersrol in het toezien op de mondiale uitvoering van het Parijsakkoord. Met een Burgerberaad voor het klimaat betrekken we burgers bij oplossingen voor de klimaat- en natuurcrisis. Het Burgerberaad vormt een dwarsdoorsnede van de samenleving en krijgt heldere integrale voorwaarden mee: bijdragen aan de oplossing van de klimaat- en biodiversiteitscrisis en een leefbare Aarde voor alle levende wezens. De regering heeft de plicht om de aanbevelingen in beleid en regelgeving om te zetten. Er komt een ministerie voor Klimaat en Biodiversiteit. De minister-president geeft iedere maand een persconferentie over het klimaat. Geen enkele sector is uitgezonderd van de klimaatdoelen. De luchtvaart, scheepvaart, veehouderij en de financiële sector verliezen hun uitzonderingspositie. Er komt een klimaatplicht voor grote vervuilers en financiële instellingen.",1,4,2,1,3,5,2
229,pvdd,2023,"De problemen waar we voor staan hebben een gemeenschappelijke deler: de vee-industrie. Het feit dat we zo veel dieren in stallen proppen in Nederland is niet alleen een ramp voor de dieren. De vee-industrie is een van de grootste uitstoters van broeikasgassen en dé oorzaak van de natuurcrisis. Het leidt tot vervuiling van ons grondwater, van ons drinkwater, tot stankoverlast en gezondheidsschade voor omwonenden, verlies van vruchtbare bodems, ontbossing en een groter risico op een volgende pandemie. Met een krimp van minstens 75% van het aantal dieren in de vee-industrie pakken we al deze problemen tegelijkertijd aan.",1,2,1,1,5,1,1
230,pvv,2010,"De laatste hype heet global warming. Het klimaat verandert, natuurlijk, maar dat doet het altijd. De mens kan de temperatuur op aarde niet een paar graden warmer of kouder zetten. Bovendien daalt de mondiale temperatuur al sinds 1998. Ondertussen grijpen socialisten de klimaattheorieën aan om te doen wat ze altijd willen: hogere belastingen, schuldgevoel en veel regels, terwijl van alle CO2-uitstoot slechts 3 tot 4 procent veroorzaakt wordt door de mens. De rest wordt door de natuur (vulkanen, oceanen en moerassen) zelf geproduceerd. We moeten stoppen met paniek over de opwarming van de aarde en stoppen met het geven van geld aan een onbewezen klimaathype. Van Europese klimaatverplichtingen moeten we uiteindelijk af. We zijn tegen ondergrondse CO2-opslag.",3,1,4,1,1,1,5
231,pvv,2010,"Al Gore is door de mand gevallen, het gehate multiculturele experiment heeft ons vooral nadelen opgeleverd en de islam brengt ons geen culturele verrijking maar sjaria-fatalisme, jihadterrorisme en haat tegen homo's en Joden.",1,1,1,1,1,1,1
232,pvv,2012,"Bye, bye windmolens",1,1,1,1,1,1,1
233,pvv,2012,"Ook willen we minder ambtenaren en schrappen we de expat-regeling. We verdriedubbelen met plezier de bankenbelasting. De Partij voor de Vrijheid ontziet zaken als de sociale zekerheid. Dat is onze keus: opkomen voor de mensen die het meest een steuntje in de rug kunnen gebruiken. In deze barre tijden is een vangnet onontbeerlijk! Wij laten liever de overheid bloeden. De Partij voor de Vrijheid houdt de AOW-leeftijd op 65 jaar en door het hanteren van een reële rekenrente van 4% blijven de pensioenen ongewijzigd. Ook laten we WW en de ontslagvergoeding in tact. Daarnaast kiezen wij voor handhaving van de hypotheekrenteaftrek. Natuurlijk zetten we Brussel op water en brood. Dus geen Nederlandse euro's naar EU, EFSF, ECB etc. Inmiddels is er al 3,2 miljard Nederlands geld naar Griekenland verdwenen. En we staan voor nog eens voor 27 miljard euro garant. Dat geld is water naar de zee dragen. Natuurlijk stellen we geen 40 miljard ter beschikking aan het ESM, het permanente noodfonds. We zitten tenslotte al tot 100 miljard in het EFSF! Economische vrijheid en vertrouwen in eigen kracht hebben eeuwenlang gezorgd voor groei. Die krijgen we terug als we weer baas worden over onze eigen economie, dus weg uit de EU. Vrijhandel regelen we zelf met andere landen. En natuurlijk gaan we terug naar de gulden. Het gerenommeerde onderzoeksbureau Lombard Street Research heeft uitgezocht dat de euro per Nederlander per jaar 1800 euro koopkracht kost. Dat kunnen we ons niet langer veroorloven. Eigen valuta betekent weer eigen rente. Weer maatwerk voor Nederland. De Partij voor de Vrijheid kiest ervoor de binnenlandse vraag te stimuleren. Henk en Ingrid moeten meer kunnen besteden. Daarom kiest de PVV voor lagere BTW en vermindering van de belasting op energie.",-1,-1,-1,-1,-1,-1,-1
234,pvv,2021,Schoolkinderen die worden ingezet als klimaatspijbelaars en scholen die vooroplopen om Zwarte Piet te verbieden zijn zomaar een paar voorbeelden. Wij willen politiek neutrale leraren.,1,1,1,1,1,1,4
235,pvv,2021,"Stoppen met onzinnige CO2-, stikstof- en PFAS-maatregelen voor boeren, vissers, bouwers en automobilisten",2,1,1,1,1,1,4
236,pvv,2023,Geen miljardenuitgaven meer aan links-liberaal ideologisch beleid als stikstof en klimaat.,3,1,1,1,1,1,4
237,pvv,2023,En door miljarden die nu staan gereserveerd voor klimaat en stikstof te besteden aan onze eigen mensen.,4,1,1,1,1,1,3
238,pvv,2023,"Wij constateren in de scholen een toename van politieke indoctrinatie. Schoolkinderen worden geïndoctrineerd met klimaatactivisme, genderwaanzin en met een gevoel van schaamte over de geschiedenis van ons land. Wij willen onderwijs dat vrij is van politiek activisme.",1,1,1,1,1,1,5
239,vvd,2010,De VVD wil een verantwoord energie- en klimaatbeleid voeren. De fossiele brandstoffen raken op en zorgen voor vervuiling. Bovendien komen deze brandstoffen uit instabiele regio's als Rusland en het Midden-Oosten. Dit geldt evenzeer voor grondstoffen als voor brandstoffen. Ons land wordt in toenemende mate afhankelijk van deze gebieden. Er moeten daarom maatregelen komen om de beschikbaarheid van energie en grondstoffen voor onze samenleving ook in de toekomst zeker te stellen. De VVD wil toe naar schone en,1,1,1,4,2,2,1
240,vvd,2010,"Het grootschalig gebruik van biomassa - zoals planten, algen en organische resten - voor de productie van energie, materialen en chemicaliën zal de komende jaren sterk toenemen. Deze ontwikkeling naar een biobased economy is op veel plaatsen in de wereld al aan de gang. De Nederlandse bedrijven en kennisinstellingen zijn bij uitstek geschikt om deze uitdaging op te pakken. Nu al zijn voorbeelden zichtbaar uit de chemische industrie, de papiersector en de agrarische sector. De VVD wil de innovatieve kracht van het bedrijfsleven hiervoor versterken en wil een samenhangende aanpak van de overheid. Dit is goed voor onze economie en vermindert onze afhankelijkheid van het buitenland met betrekking tot onze energievoorziening. Ook levert dit een bijdrage aan het oplossen van het klimaatprobleem. Met de Europese Unie (EU) en onze belangrijkste handelspartners moet ons land regelen dat de biobased economy ook internationaal duurzaam wordt georganiseerd.",4,1,1,3,1,2,1
241,vvd,2012,"De nieuwe, duurzame economie biedt kansen voor ondernemend Nederland. Groene groei slaat aan in het bedrijfsleven, getuige de stijgende omzet, werkgelegenheid en winstgevendheid. Nederlandse bedrijven zetten hier internationaal de toon. Innovatie moet worden gevolgd door toepassing, en daarvoor moet de overheid zonodig als launching customer optreden. De overheid stuurt evenwel niet de vernieuwing, dat doet de markt. De aanpak van Green Deals en het topsectorenbeleid moet beter op elkaar worden afgestemd.",5,1,1,1,1,1,1
242,vvd,2017,"Het kwekersrecht is van vitaal belang voor onze veredelaars. Door constante veredeling stellen we onze voedselproductie in de toekomst veilig, zodat onder meer ziektes en het veranderende klimaat er geen vat op krijgen. Octrooien op planteigenschappen kunnen deze belangrijke veredeling in de weg staan. Wij willen dat er weer een goede balans komt tussen de noodzakelijke kwekersvrijstelling en het octrooirecht.",2,1,1,3,2,1,1
243,vvd,2017,"De Nederlandse overheid kan meer ruimte bieden aan innovatieve manieren van energieopwekking, bijvoorbeeld door middel van biomassa, blue energy en mono- en covergisting. Dit kan door het bedrijfsleven de kans te geven innovatieve pilots te organiseren of door bij aanbestedingen meer aandacht te besteden aan duurzaamheid en energieneutraliteit. Bijvoorbeeld door af te spreken dat alle Rijksinfrastructuur in 2030 energieneutraal wordt bediend. Ook kan de overheid vaker optreden als launching customer van nieuwe innovatieve technologieën en de eigen gebouwen duurzaam onderhouden.",3,1,1,1,2,2,1
244,vvd,2017,"Bouwen aan moderne manieren om energie op te wekken, zodat we de wereld schoner maken én onze energierekening omlaag brengen. Kortom, we bouwen aan een Nederland dat Nederland blijft, maar dan steeds iets beter. Doordat we blijven bouwen, kunnen we straks ook echt genieten van de toekomst. Een toekomst die genoeg economische en ecologische kansen biedt voor onze kinderen en kleinkinderen. Een toekomst waarin we onze volle verantwoordelijkheid nemen voor duurzaamheid en klimaat én daar ook een goede boterham mee kunnen verdienen.",4,2,1,1,3,1,1
245,vvd,2017,"De overheid moet zo min mogelijk proberen ons leven te beïnvloeden zonder dat het klimaat daarmee daadwerkelijk wordt geholpen. In plaats daarvan moet de overheid problemen bij de bron aanpakken, door werk te maken van het verminderen van de uitstoot van CO2. Zo profiteert het klimaat het meest. Daarbij willen wij ruim baan voor innovatie en de garantie dat iedereen zijn of haar eigen keuzes kan blijven maken.",1,1,2,1,2,1,3
246,vvd,2021,"Huurders krijgen daardoor beter geïsoleerde huizen met een lagere energierekening. In stand houden van de lagere verhuurdersheffing voor woningcorporaties die hun woningvoorraad verduurzamen. De vermindering blijft afhankelijk van de omvang van de investeringen in verduurzaming. Bij het verduurzamen van de woningvoorraad worden knelpunten met betrokken partijen, zoals corporaties en bewoners, samen opgelost.",4,1,1,1,2,1,1
247,vvd,2021,Milieuwinst door schonere en stillere vliegtuigen kan Schiphol inzetten voor groei van het aantal vliegbewegingen.,2,1,1,1,3,1,1
248,vvd,2021,Voortzetten van het project 'Kas als energiebron'. Dit stimuleert de glastuinbouwsector om met innovatieve methodes zoals geothermie de CO2-uitstoot in de sector te reduceren. Dit project kan als voorbeeld dienen voor andere sectoren.,3,1,2,1,2,1,1
249,vvd,2021,"Vermindering van schadelijke emissies voor de omgeving en natuur als gevolg van veeteelt. Inkrimping van de veestapel is niet het doel, dus we voorkomen inkrimping via de achterdeur, bijvoorbeeld door een generieke inperking van fosfaat- of dierenrechten. Financiële ondersteuning van boeren en vissers wanneer zij investeren in innovatieve systemen of technieken om emissies terug te dringen. Het wordt voor boeren ook mogelijk om tegen een financiële vergoeding tijdelijk en vrijwillig (een deel van) de stal leeg te laten staan of emissieruimte te verhuren, ook buiten de eigen landbouwsector. Niet verder afromen van emissieruimte die ontstaat als gevolg van stikstofbesparende maatregelen.",3,1,1,1,3,1,2
250,vvd,2021,"Verduurzaming gebouwde omgeving Tegengaan van hogere woonlasten als gevolg van verduurzaming. Gemeenten maken per wijk eerst een plan voor de verduurzaming van de gebouwde omgeving. Samen met bewoners en gebouweigenaren kijken ze vervolgens wat de beste oplossing is, waarbij het principe dat de totale woonlasten niet mogen stijgen leidend is. Om de energietransitie behapbaar en betaalbaar te houden wordt bekeken welke mogelijkheden er zijn om het verduurzamen van de woning en innovatieve projecten in de bouw verder te stimuleren.",5,1,1,1,1,1,1
251,vvd,2021,"Een maximumsnelheid van 130 kilometer per uur in de avond. Overdag is de maximumsnelheid afgestemd op de geldende veiligheids- en milieunormen, waaronder de reductie van landelijke stikstofemissies. Wanneer de stikstofuitstoot voldoende is teruggebracht, bijvoorbeeld door een toename van emissieloos rijden, willen we de maximumsnelheid van 130 kilometer per uur overdag weer invoeren.",1,1,2,1,3,1,1
252,vvd,2021,Stopzetten van nieuwe subsidies voor het verbranden van biomassa uit hout voor elektriciteitsopwekking. Voor lopende subsidies geldt als voorwaarde dat resthout wordt gebruikt en dat er geen oerbossen worden gekapt om biomassa te produceren. De normen voor de uitstoot van fijnstof door kleine biomassacentrales worden aangescherpt.,2,1,1,1,3,1,1
253,vvd,2023,"We hebben daarbij te maken met een unieke optelsom van schaarsten. Er is schaarste aan menskracht, aan huizen, grond, grondstoffen, energie, geld én aan ecologische ruimte, in de zin van ruimte voor verdere uitstoot van CO₂ en stikstof. Niet alles wat we zouden willen, kan tegelijk. Dat besef is de komende jaren erg belangrijk. We zullen grenzen moeten stellen en strategisch moeten kiezen waar we onze schaarse middelen op inzetten.",2,1,1,1,2,1,1
254,vvd,2023,"Nederland is sterk in de samenwerking tussen internationale bedrijven, het mkb, start-ups en scale-ups, kennisinstellingen en de overheid. In deze 'ecosystemen' worden innovatieve producten voor consumenten en het bedrijfsleven gemaakt waarmee bijvoorbeeld de uitstoot van CO₂ en stikstof omlaag kan én het toekomstige verdienvermogen van Nederland wordt gecreëerd. Het is cruciaal om een meer assertieve en slimme industriepolitiek te gaan voeren voor de sectoren die van grote toegevoegde waarde zijn voor Nederland en om een slim en schoon antwoord vragen, zoals de bouw, de vitale maakindustrie en uiteraard onze voedselproductie. In de verdeling van schaarste, krijgen zij wat ons betreft voorrang.",5,1,1,1,2,1,1
255,vvd,2023,We bouwen schoner en sneller. De huizen die we bouwen moeten op een snelle en schone manier worden gebouwd. Daarom gaan we meer woningen fabrieksmatig produceren. Hierdoor komt er ook minder stikstof vrij bij de bouw van huizen. Bovendien wordt het bouwen van huizen hierdoor goedkoper. Ook stimuleren we het gebruik van biobased bouwmaterialen.,2,1,1,1,2,1,1
256,vvd,2023,"Nederland zet in Europees verband in op meer strategisch handels- en investeringsbeleid, om de strategische afhankelijkheid van Europa van energie, technologie en grondstoffen te verminderen.",2,1,1,4,1,1,1
257,vvd,2023,"Een schone toekomst. Hoe gaan we om met ons land en onze natuur? De VVD is trots op ons land. We zijn een van de meest welvarende en vrije landen van de wereld. Tegelijkertijd zien we in ons eigen land en in de wereld dat we te veel druk leggen op onze leefomgeving. We stoten momenteel in Nederland te veel stikstof en broeikasgassen uit waardoor het klimaat en de natuur onder druk staan. Natuur heeft waarde in zichzelf, en in Europa zagen we deze zomer wederom de effecten van klimaatverandering. De stikstofcrisis heeft ons land daarnaast deels op slot gezet. De VVD wil dat we onze verantwoordelijkheid nemen voor onszelf en voor de volgende generaties. Dat betekent dat we onze uitstoot van stikstof en broeikasgassen fors moeten verminderen. Dat kan gelukkig op een manier waarop we Nederland een nog fijnere plek maken om te leven. Hoe gaan we dat doen? Door te vertrouwen op de kracht van onze burgers en ondernemers. We zullen duidelijke en rechtvaardige regels met elkaar afspreken zodat het helder is wat de route is die we samen gaan afleggen. We zullen ondernemers en burgers met investeringen helpen om de uitstoot te verlagen. De overheid moet zij-aan-zij met hen gaan staan om samen tot het gewenste resultaat te komen; niet door mensen met een belerend vingertje de les te lezen. Vervolgens vertrouwt de VVD op het ondernemerschap en de innovaties waar Nederlanders mee gaan komen. Dat zit immers in onze aard. We willen dat de vervuiler betaalt en het financieel loont om te verduurzamen. Mensen gaan profiteren van hun goed-geïsoleerde woning waarin de stookkosten laag zijn. Zodat er dus geld over blijft voor andere, leukere dingen. We vernieuwen onze energievoorziening waarbij kernenergie een grote rol zal spelen en we niet meer afhankelijk zijn van de grillen van onvrije landen. Ondernemers gaan profiteren van deze schone en betaalbare energievoorziening, nieuwe verdienmodellen en een gelijk speelveld. We gaan grotendeels elektrisch rijden en onze schepen en vliegtuigen gaan over op schone brandstoffen. En we bouwen aan een sterke, innovatieve agrarische sector die juist samenwerkt met de natuur. Zo kunnen ze allebei floreren in ons mooie land.",-1,-1,-1,-1,-1,-1,-1
258,vvd,2023,We houden vast aan het doel van 50% circulariteit in 2030 en 100% circulariteit in 2050. Zo zorgen we ervoor dat de hoeveelheid grondstoffen die we in Nederland gebruiken afneemt.,1,1,2,1,2,1,1
259,vvd,2023,"We versterken de Clean Energy Hubs. Door in deze tankstations en laadstations te investeren, kan de binnenvaart op een schone manier batterijen opladen en tanken. We breiden dit uit naar zeehavens. Om schepen niet onnodig aan wal hun uitlaatgassen uit te laten stoten, investeren we ook in de havens waar schepen nog geen walstroom kunnen gebruiken.",2,1,1,1,2,1,1
260,vvd,2023,"Duurzame wijken. Woningeigenaren blijven de vrijheid houden om hun huis al dan niet te verduurzamen. We leggen geen nieuwe verplichtingen op. Wel biedt de overheid de helpende hand. Verduurzaming moet voor iedereen betaalbaar zijn. We ontwikkelen samen met de Nationale Hypotheekgarantie (NHG) en de financiële sector een nieuwe verduurzamingslening. Samen met bewoners worden plannen gemaakt om de huizen te verduurzamen. We maken sommige investeringen in verduurzaming van de eigen woning aftrekbaar van het eigenwoningforfait. We onderzoeken de mogelijkheden om een bespaargarantie in te voeren. Zo wordt de besparing van een investering in een duurzaam product, zoals een warmtepomp, ook echt behaald.",4,1,1,1,1,1,1
261,vvd,2023,"We leggen strategische reserves aan. Gasreserves hebben de afgelopen winter hun waarde bewezen en zullen dat de komende winters ook nog doen. Daarom gaan we dit beleid ook opzetten voor waterstof en aardmetalen, zodat onze economie kan doordraaien als we gechanteerd worden door onvrije landen.",3,1,2,4,1,1,1
